DateTime_UTC,region,site,variable,value,flagtype,flagcomment
2/1/2018 16:45,KS,KANSASRFALLLEAF,DO_mgL,14.3245,,
2/1/2018 16:45,KS,KANSASRFALLLEAF,DOsat_pct,111.029,,
2/1/2018 16:45,KS,KANSASRFALLLEAF,Discharge_m3s,67.394,,
2/1/2018 16:45,KS,KANSASRFALLLEAF,Light_PAR,-0.035,,
2/1/2018 16:45,KS,KANSASRFALLLEAF,WaterTemp_C,3.4705,,
2/1/2018 17:00,KS,KANSASRFALLLEAF,AirPres_kPa,97.2778,,
2/1/2018 17:00,KS,KANSASRFALLLEAF,DO_mgL,14.487,,
2/1/2018 17:00,KS,KANSASRFALLLEAF,DOsat_pct,112.873,,
2/1/2018 17:00,KS,KANSASRFALLLEAF,Discharge_m3s,66.8276,,
2/1/2018 17:00,KS,KANSASRFALLLEAF,Light_PAR,-0.06,,
2/1/2018 17:00,KS,KANSASRFALLLEAF,WaterTemp_C,3.666,,
2/1/2018 17:15,KS,KANSASRFALLLEAF,AirPres_kPa,97.3113,,
2/1/2018 17:15,KS,KANSASRFALLLEAF,DO_mgL,14.693,,
2/1/2018 17:15,KS,KANSASRFALLLEAF,DOsat_pct,115.206,,
2/1/2018 17:15,KS,KANSASRFALLLEAF,Discharge_m3s,67.394,,
2/1/2018 17:15,KS,KANSASRFALLLEAF,Light_PAR,-0.035,,
2/1/2018 17:15,KS,KANSASRFALLLEAF,WaterTemp_C,3.906,,
2/1/2018 17:30,KS,KANSASRFALLLEAF,AirPres_kPa,97.3268,,
2/1/2018 17:30,KS,KANSASRFALLLEAF,DO_mgL,14.584,,
2/1/2018 17:30,KS,KANSASRFALLLEAF,DOsat_pct,114.768,,
2/1/2018 17:30,KS,KANSASRFALLLEAF,Discharge_m3s,67.9603,,
2/1/2018 17:30,KS,KANSASRFALLLEAF,Light_PAR,-0.04,,
2/1/2018 17:30,KS,KANSASRFALLLEAF,WaterTemp_C,4.044,,
2/1/2018 17:45,KS,KANSASRFALLLEAF,AirPres_kPa,97.3914,,
2/1/2018 17:45,KS,KANSASRFALLLEAF,DO_mgL,14.6955,,
